,MOF,Solv_remove,Formula,Type,Node-file
10212,ODUNEH,ASR,C8O18Zn5,Type-1,ODUNEH_ASR_pacman_node0
10213,ODUNEH,FSR,C8O18Zn5,Type-1,ODUNEH_FSR_pacman_node0
10023,OFAWAV,ASR,C8Hf6O24,Type-1,OFAWAV_ASR_pacman_node0
10024,OFAWEZ,ASR,C8Hf6O24,Type-1,OFAWEZ_ASR_pacman_node0
4205,OFEHAK,ASR,C4Cd2H2O8,Type-1,OFEHAK_ASR_pacman_node0
4245,OFEHAK,FSR,C4Cd2H6O10,Type-1,OFEHAK_FSR_pacman_node0
4206,OFEHEO,ASR,C4Cd2H2O8,Type-1,OFEHEO_ASR_pacman_node0
4207,OFEHEO,FSR,C4Cd2H2O8,Type-1,OFEHEO_FSR_pacman_node0
17787,OFERUN,ASR,Zn1,Type-1,OFERUN_ASR_pacman_node0
17788,OFERUN,FSR,Zn1,Type-1,OFERUN_FSR_pacman_node0
17781,OFERUN03,ASR,Zn1,Type-1,OFERUN03_ASR_pacman_node0
17782,OFERUN03,FSR,Zn1,Type-1,OFERUN03_FSR_pacman_node0
17783,OFERUN04,ASR,Zn1,Type-1,OFERUN04_ASR_pacman_node0
17784,OFERUN04,FSR,Zn1,Type-1,OFERUN04_FSR_pacman_node0
17785,OFERUN07,ASR,Zn1,Type-1,OFERUN07_ASR_pacman_node0
17786,OFERUN07,FSR,Zn1,Type-1,OFERUN07_FSR_pacman_node0
12568,OFESAU,ASR,Cu1,Type-1,OFESAU_ASR_pacman_node0
14299,OFESAU,ASR,Gd1,Type-1,OFESAU_ASR_pacman_node1
12569,OFESAU,FSR,Cu1,Type-1,OFESAU_FSR_pacman_node0
14300,OFESAU,FSR,Gd1,Type-1,OFESAU_FSR_pacman_node1
12570,OFESEY,ASR,Cu1,Type-1,OFESEY_ASR_pacman_node0
15869,OFESEY,ASR,Nd1,Type-1,OFESEY_ASR_pacman_node1
12571,OFESEY,FSR,Cu1,Type-1,OFESEY_FSR_pacman_node0
15870,OFESEY,FSR,Nd1,Type-1,OFESEY_FSR_pacman_node1
12572,OFESIC,ASR,Cu1,Type-1,OFESIC_ASR_pacman_node0
16574,OFESIC,ASR,Sm1,Type-1,OFESIC_ASR_pacman_node1
12573,OFESIC,FSR,Cu1,Type-1,OFESIC_FSR_pacman_node0
16575,OFESIC,FSR,Sm1,Type-1,OFESIC_FSR_pacman_node1
4328,OFIKOH,ASR,C4Cd2O8,Type-1,OFIKOH_ASR_pacman_node0
4234,OFIKOH,FSR,C4Cd2H4O10,Type-1,OFIKOH_FSR_pacman_node0
1790,OFIKUN,ASR,C2Cd1O4,Type-1,OFIKUN_ASR_pacman_node0
1791,OFIKUN,FSR,C2Cd1O4,Type-1,OFIKUN_FSR_pacman_node0
6529,OFILEY,ASR,C4Ni2O9,Type-1,OFILEY_ASR_pacman_node0
6530,OFILEY,FSR,C4Ni2O9,Type-1,OFILEY_FSR_pacman_node0
6531,OFILOI,ASR,C4Ni2O9,Type-1,OFILOI_ASR_pacman_node0
6532,OFILOI,FSR,C4Ni2O9,Type-1,OFILOI_FSR_pacman_node0
6533,OFIMAV,ASR,C4Ni2O9,Type-1,OFIMAV_ASR_pacman_node0
6534,OFIMAV,FSR,C4Ni2O9,Type-1,OFIMAV_FSR_pacman_node0
6535,OFIMID,ASR,C4Ni2O9,Type-1,OFIMID_ASR_pacman_node0
6536,OFIMID,FSR,C4Ni2O9,Type-1,OFIMID_FSR_pacman_node0
6546,OFIMOJ,ASR,C4Ni3O8,Type-2,OFIMOJ_ASR_pacman_node0
6199,OFIMOJ,FSR,C4H8Ni3O12,Type-2,OFIMOJ_FSR_pacman_node0
17790,OFIWIK,ion,Zn1,Type-1,OFIWIK_ion_pacman_node0
17789,OFIWIK01,ion,Zn1,Type-1,OFIWIK01_ion_pacman_node0
17791,OFIWOQ,ion,Zn1,Type-1,OFIWOQ_ion_pacman_node0
5955,OFOCIY,ASR,C4Er1O8,Type-1,OFOCIY_ASR_pacman_node0
12574,OFOCIY,ASR,Cu1,Type-1,OFOCIY_ASR_pacman_node1
5956,OFOCIY,FSR,C4Er1O8,Type-1,OFOCIY_FSR_pacman_node0
12575,OFOCIY,FSR,Cu1,Type-1,OFOCIY_FSR_pacman_node1
16003,OFOLUU,FSR,Nd8W36Zr6,Type-1,OFOLUU_FSR_pacman_node0
6600,OFOMUU,ASR,C4O8Yb1,Type-1,OFOMUU_ASR_pacman_node0
12576,OFOMUU,ASR,Cu1,Type-1,OFOMUU_ASR_pacman_node1
6601,OFOMUU,FSR,C4O8Yb1,Type-1,OFOMUU_FSR_pacman_node0
12577,OFOMUU,FSR,Cu1,Type-1,OFOMUU_FSR_pacman_node1
11576,OFUDUQ,FSR,Co1,Type-1,OFUDUQ_FSR_pacman_node1
11940,OFUDUQ,FSR,Co1H4O2,Type-1,OFUDUQ_FSR_pacman_node0
263,OFUSAL,ASR,Ag1S1,Type-1,OFUSAL_ASR_pacman_node0
264,OFUSAL,FSR,Ag1S1,Type-1,OFUSAL_FSR_pacman_node0
7385,OFUYUL,ASR,C4O8Zn2,Type-3,OFUYUL_ASR_pacman_node0
7386,OFUYUL,FSR,C4O8Zn2,Type-3,OFUYUL_FSR_pacman_node0
12578,OFUZIZ,ASR,Cu1,Type-1,OFUZIZ_ASR_pacman_node2
12940,OFUZIZ,ASR,Cu2,Type-1,OFUZIZ_ASR_pacman_node1
15811,OFUZIZ,ASR,Mo4,Type-2,OFUZIZ_ASR_pacman_node0
17792,OGAGAF,ASR,Zn1,Type-1,OGAGAF_ASR_pacman_node0
17793,OGAGAF,FSR,Zn1,Type-1,OGAGAF_FSR_pacman_node0
17794,OGAGEJ,ASR,Zn1,Type-1,OGAGEJ_ASR_pacman_node0
17795,OGAGEJ,FSR,Zn1,Type-1,OGAGEJ_FSR_pacman_node0
17796,OGAGIN,ASR,Zn1,Type-1,OGAGIN_ASR_pacman_node0
17797,OGAGIN,FSR,Zn1,Type-1,OGAGIN_FSR_pacman_node0
6955,OGAMES,FSR,C4O8Zn2,Type-1,OGAMES_FSR_pacman_node1
7431,OGAMES,FSR,C4O8Zn3,Type-1,OGAMES_FSR_pacman_node0
3868,OGAWUS,ASR,C3Cu1H1O6,Type-1,OGAWUS_ASR_pacman_node0
3869,OGAWUS,FSR,C3Cu1H1O6,Type-1,OGAWUS_FSR_pacman_node0
11577,OGAXUR,ASR,Co1,Type-1,OGAXUR_ASR_pacman_node0
11578,OGAXUR,FSR,Co1,Type-1,OGAXUR_FSR_pacman_node0
2050,OGEGAM,FSR,C2Co1H4O6,Type-1,OGEGAM_FSR_pacman_node0
652,OGESOJ,ASR,Bi1,Type-1,OGESOJ_ASR_pacman_node0
653,OGESOJ,FSR,Bi1,Type-1,OGESOJ_FSR_pacman_node0
654,OGESOJ,ion,Bi1,Type-1,OGESOJ_ion_pacman_node0
6638,OGIBUD,ASR,C4O8Zn1,Type-1,OGIBUD_ASR_pacman_node0
6639,OGIBUD,FSR,C4O8Zn1,Type-1,OGIBUD_FSR_pacman_node0
5418,OGIKAR,ASR,C4Cu2O8,Type-1,OGIKAR_ASR_pacman_node0
5419,OGIKAR,FSR,C4Cu2O8,Type-1,OGIKAR_FSR_pacman_node0
11579,OGIYAF,ASR,Co1,Type-1,OGIYAF_ASR_pacman_node0
11580,OGIYAF,FSR,Co1,Type-1,OGIYAF_FSR_pacman_node0
13527,OGIYUZ,ASR,Eu1,Type-1,OGIYUZ_ASR_pacman_node0
13528,OGIYUZ,FSR,Eu1,Type-1,OGIYUZ_FSR_pacman_node0
6956,OGOWAJ,ASR,C4O8Zn2,Type-1,OGOWAJ_ASR_pacman_node0
6957,OGOWAJ,FSR,C4O8Zn2,Type-1,OGOWAJ_FSR_pacman_node0
485,OGUJUY,ASR,Al1,Type-1,OGUJUY_ASR_pacman_node0
486,OGUJUY,FSR,Al1,Type-1,OGUJUY_FSR_pacman_node0
487,OGUKAF,ASR,Al1,Type-1,OGUKAF_ASR_pacman_node0
488,OGUKAF,FSR,Al1,Type-1,OGUKAF_FSR_pacman_node0
489,OGUKEJ,ASR,Al1,Type-1,OGUKEJ_ASR_pacman_node0
490,OGUKEJ,FSR,Al1,Type-1,OGUKEJ_FSR_pacman_node0
9771,OGUPIQ,ASR,C8Co5H2O18,Type-1,OGUPIQ_ASR_pacman_node0
9775,OGUPIQ,FSR,C8Co5H6O20,Type-1,OGUPIQ_FSR_pacman_node0
491,OH-mil-53-Al-lp-ortho,ASR,Al1,Type-1,OH-mil-53-Al-lp-ortho_ASR_pacman_node0
492,OH-mil-53-Al-lp-ortho,FSR,Al1,Type-1,OH-mil-53-Al-lp-ortho_FSR_pacman_node0
5420,OHAGAH,ASR,C4Cu2O8,Type-1,OHAGAH_ASR_pacman_node0
5421,OHAGAH,FSR,C4Cu2O8,Type-1,OHAGAH_FSR_pacman_node0
1792,OHAKEO,ASR,C2Cd1O4,Type-1,OHAKEO_ASR_pacman_node0
1793,OHAKEO,FSR,C2Cd1O4,Type-1,OHAKEO_FSR_pacman_node0
1794,OHAKIS,ASR,C2Cd1O4,Type-1,OHAKIS_ASR_pacman_node0
1795,OHAKIS,FSR,C2Cd1O4,Type-1,OHAKIS_FSR_pacman_node0
14383,OHAZAZ,ASR,Gd2,Type-1,OHAZAZ_ASR_pacman_node0
14384,OHAZAZ,FSR,Gd2,Type-1,OHAZAZ_FSR_pacman_node0
17798,OHEGAJ,ASR,Zn1,Type-1,OHEGAJ_ASR_pacman_node0
17799,OHEGAJ,FSR,Zn1,Type-1,OHEGAJ_FSR_pacman_node0
11581,OHOFEW,ASR,Co1,Type-1,OHOFEW_ASR_pacman_node0
11582,OHOFEW,FSR,Co1,Type-1,OHOFEW_FSR_pacman_node0
11583,OHOFIA,ASR,Co1,Type-1,OHOFIA_ASR_pacman_node0
11584,OHOFIA,FSR,Co1,Type-1,OHOFIA_FSR_pacman_node0
17800,OHOLIH,ASR,Zn1,Type-1,OHOLIH_ASR_pacman_node0
17801,OHOLIH,FSR,Zn1,Type-1,OHOLIH_FSR_pacman_node0
3887,OHOMIH,ASR,C3Cu2O7,Type-1,OHOMIH_ASR_pacman_node0
13937,OJAWII,ASR,Fe1,Type-1,OJAWII_ASR_pacman_node0
13938,OJAWII,FSR,Fe1,Type-1,OJAWII_FSR_pacman_node0
493,OJAWUU,ASR,Al1,Type-1,OJAWUU_ASR_pacman_node0
494,OJAWUU,FSR,Al1,Type-1,OJAWUU_FSR_pacman_node0
17802,OJEPAW,ASR,Zn1,Type-1,OJEPAW_ASR_pacman_node0
17803,OJEPAW,FSR,Zn1,Type-1,OJEPAW_FSR_pacman_node0
17804,OJEVIK,ASR,Zn1,Type-1,OJEVIK_ASR_pacman_node0
17805,OJEVIK,FSR,Zn1,Type-1,OJEVIK_FSR_pacman_node0
8633,OJICUG,FSR,C6H6O16Sc3,Type-1,OJICUG_FSR_pacman_node0
6958,OJIWAG,ASR,C4O8Zn2,Type-1,OJIWAG_ASR_pacman_node0
6959,OJIWAG,FSR,C4O8Zn2,Type-1,OJIWAG_FSR_pacman_node0
6960,OJIWIO,ASR,C4O8Zn2,Type-1,OJIWIO_ASR_pacman_node0
6961,OJIWIO,FSR,C4O8Zn2,Type-1,OJIWIO_FSR_pacman_node0
13412,OJONOQ,ASR,Er1,Type-1,OJONOQ_ASR_pacman_node0
13413,OJONOQ,FSR,Er1,Type-1,OJONOQ_FSR_pacman_node0
2222,OKANOF,ASR,C2Co1O4,Type-2,OKANOF_ASR_pacman_node0
2223,OKANOF,FSR,C2Co1O4,Type-2,OKANOF_FSR_pacman_node0
6640,OKELOH,ion,C4O8Zn1,Type-1,OKELOH_ion_pacman_node0
15502,OKILEA,FSR,Mn1,Type-1,OKILEA_FSR_pacman_node0
6121,OKIMAY,ASR,C4H2O8Zn1,Type-1,OKIMAY_ASR_pacman_node0
6122,OKIMAY,FSR,C4H2O8Zn1,Type-1,OKIMAY_FSR_pacman_node0
1796,OKIPUU,ASR,C2Cd1O4,Type-1,OKIPUU_ASR_pacman_node0
1797,OKIPUU,FSR,C2Cd1O4,Type-1,OKIPUU_FSR_pacman_node0
3340,OKIQAB,ASR,C2O4Zn1,Type-1,OKIQAB_ASR_pacman_node0
3341,OKIQAB,FSR,C2O4Zn1,Type-1,OKIQAB_FSR_pacman_node0
10563,OKITAE,ASR,Cd1,Type-1,OKITAE_ASR_pacman_node0
10568,OKITIM,ion,Cd1,Type-1,OKITIM_ion_pacman_node0
10564,OKITIM01,ASR,Cd1,Type-1,OKITIM01_ASR_pacman_node0
10565,OKITIM01,FSR,Cd1,Type-1,OKITIM01_FSR_pacman_node0
10566,OKITIM02,ASR,Cd1,Type-1,OKITIM02_ASR_pacman_node0
10567,OKITIM02,FSR,Cd1,Type-1,OKITIM02_FSR_pacman_node0
10570,OKIVAG,ion,Cd1,Type-1,OKIVAG_ion_pacman_node0
10569,OKIVAG01,ion,Cd1,Type-1,OKIVAG01_ion_pacman_node0
10573,OKIVIO,ion,Cd1,Type-1,OKIVIO_ion_pacman_node0
10571,OKIVIO01,ion,Cd1,Type-1,OKIVIO01_ion_pacman_node0
10572,OKIVIO02,ion,Cd1,Type-1,OKIVIO02_ion_pacman_node0
10574,OKIVUA,ion,Cd1,Type-1,OKIVUA_ion_pacman_node0
10579,OKIWEL,ASR,Cd1,Type-1,OKIWEL_ASR_pacman_node0
10580,OKIWEL,FSR,Cd1,Type-1,OKIWEL_FSR_pacman_node0
10575,OKIWEL01,ASR,Cd1,Type-1,OKIWEL01_ASR_pacman_node0
10576,OKIWEL01,FSR,Cd1,Type-1,OKIWEL01_FSR_pacman_node0
10577,OKIWEL02,ASR,Cd1,Type-1,OKIWEL02_ASR_pacman_node0
10578,OKIWEL02,FSR,Cd1,Type-1,OKIWEL02_FSR_pacman_node0
10583,OKIWUB,ion,Cd1,Type-1,OKIWUB_ion_pacman_node0
10581,OKIWUB01,ion,Cd1,Type-1,OKIWUB01_ion_pacman_node0
10582,OKIWUB02,ion,Cd1,Type-1,OKIWUB02_ion_pacman_node0
10586,OKIXIQ,ion,Cd1,Type-1,OKIXIQ_ion_pacman_node0
10584,OKIXIQ01,ion,Cd1,Type-1,OKIXIQ01_ion_pacman_node0
10585,OKIXIQ02,ion,Cd1,Type-1,OKIXIQ02_ion_pacman_node0
10588,OKIYAJ,ion,Cd1,Type-1,OKIYAJ_ion_pacman_node0
10587,OKIYAJ01,ion,Cd1,Type-1,OKIYAJ01_ion_pacman_node0
10595,OKIYIR,ASR,Cd1,Type-1,OKIYIR_ASR_pacman_node0
10596,OKIYIR,FSR,Cd1,Type-1,OKIYIR_FSR_pacman_node0
10589,OKIYIR01,ASR,Cd1,Type-1,OKIYIR01_ASR_pacman_node0
10590,OKIYIR01,FSR,Cd1,Type-1,OKIYIR01_FSR_pacman_node0
10591,OKIYIR02,ASR,Cd1,Type-1,OKIYIR02_ASR_pacman_node0
10592,OKIYIR02,FSR,Cd1,Type-1,OKIYIR02_FSR_pacman_node0
10593,OKIYIR03,ASR,Cd1,Type-1,OKIYIR03_ASR_pacman_node0
10594,OKIYIR03,FSR,Cd1,Type-1,OKIYIR03_FSR_pacman_node0
4743,OKIZOZ,ASR,C4Co2O8,Type-1,OKIZOZ_ASR_pacman_node0
4744,OKIZOZ,FSR,C4Co2O8,Type-1,OKIZOZ_FSR_pacman_node0
7700,OKOSUE,ASR,C6Cd3O12,Type-1,OKOSUE_ASR_pacman_node0
7659,OKOSUE,FSR,C6Cd3H6O15,Type-1,OKOSUE_FSR_pacman_node0
8313,OKUJUC,ASR,C6Fe3O13,Type-1,OKUJUC_ASR_pacman_node0
13939,OKUJUC,ASR,Fe1,Type-1,OKUJUC_ASR_pacman_node1
8296,OKUJUC,FSR,C6Fe3H4O15,Type-1,OKUJUC_FSR_pacman_node0
14066,OKUJUC,FSR,Fe1H2O1,Type-1,OKUJUC_FSR_pacman_node1
9363,OKUKAI,FSR,C6O13Zn4,Type-1,OKUKAI_FSR_pacman_node0
5422,OKUSOE,ASR,C4Cu2O8,Type-1,OKUSOE_ASR_pacman_node0
5423,OKUSOE,FSR,C4Cu2O8,Type-1,OKUSOE_FSR_pacman_node0
5424,OKUSUK,ASR,C4Cu2O8,Type-1,OKUSUK_ASR_pacman_node0
5425,OKUSUK,FSR,C4Cu2O8,Type-1,OKUSUK_FSR_pacman_node0
5426,OKUTAR,ASR,C4Cu2O8,Type-1,OKUTAR_ASR_pacman_node0
5427,OKUTAR,FSR,C4Cu2O8,Type-1,OKUTAR_FSR_pacman_node0
5428,OKUTEV,ASR,C4Cu2O8,Type-1,OKUTEV_ASR_pacman_node0
5429,OKUTEV,FSR,C4Cu2O8,Type-1,OKUTEV_FSR_pacman_node0
3342,OLANAS,ASR,C2O4Zn1,Type-1,OLANAS_ASR_pacman_node1
10066,OLANAS,ASR,C8Na2O19Zn4,Type-1,OLANAS_ASR_pacman_node0
11585,OLANAS,ASR,Co1,Type-1,OLANAS_ASR_pacman_node2
7328,OLAVOO,ASR,C4O8Zn2,Type-2,OLAVOO_ASR_pacman_node0
7329,OLAVOO,FSR,C4O8Zn2,Type-2,OLAVOO_FSR_pacman_node0
1798,OLEBEP,ASR,C2Cd1O4,Type-1,OLEBEP_ASR_pacman_node0
1799,OLEBEP,FSR,C2Cd1O4,Type-1,OLEBEP_FSR_pacman_node0
1800,OLEBIT,ASR,C2Cd1O4,Type-1,OLEBIT_ASR_pacman_node0
1801,OLEBIT,FSR,C2Cd1O4,Type-1,OLEBIT_FSR_pacman_node0
6962,OLEKUM,ASR,C4O8Zn2,Type-1,OLEKUM_ASR_pacman_node0
3343,OLELID,ASR,C2O4Zn1,Type-1,OLELID_ASR_pacman_node0
3344,OLELID,FSR,C2O4Zn1,Type-1,OLELID_FSR_pacman_node0
1507,OLICET,ASR,C20Cl1Fe4H8N24,Type-1,OLICET_ASR_pacman_node0
1508,OLICET,FSR,C20Cl1Fe4H8N24,Type-1,OLICET_FSR_pacman_node0
2587,OLIXUF,ASR,C2Fe1,Type-1,OLIXUF_ASR_pacman_node0
13940,OLIXUF,ASR,Fe1,Type-1,OLIXUF_ASR_pacman_node2
14188,OLIXUF,ASR,Ga1,Type-1,OLIXUF_ASR_pacman_node1
2588,OLIXUF,FSR,C2Fe1,Type-1,OLIXUF_FSR_pacman_node0
13941,OLIXUF,FSR,Fe1,Type-1,OLIXUF_FSR_pacman_node2
14189,OLIXUF,FSR,Ga1,Type-1,OLIXUF_FSR_pacman_node1
2589,OLIYAM,ASR,C2Fe1,Type-1,OLIYAM_ASR_pacman_node0
14190,OLIYAM,ASR,Ga1,Type-1,OLIYAM_ASR_pacman_node1
2590,OLIYAM,FSR,C2Fe1,Type-1,OLIYAM_FSR_pacman_node0
14191,OLIYAM,FSR,Ga1,Type-1,OLIYAM_FSR_pacman_node1
5987,OLIYEQ,ASR,C4Fe1,Type-1,OLIYEQ_ASR_pacman_node0
13942,OLIYEQ,ASR,Fe1,Type-1,OLIYEQ_ASR_pacman_node2
14192,OLIYEQ,ASR,Ga1,Type-1,OLIYEQ_ASR_pacman_node1
5988,OLIYEQ,FSR,C4Fe1,Type-1,OLIYEQ_FSR_pacman_node0
13943,OLIYEQ,FSR,Fe1,Type-1,OLIYEQ_FSR_pacman_node2
14193,OLIYEQ,FSR,Ga1,Type-1,OLIYEQ_FSR_pacman_node1
6963,OLOPIQ,ASR,C4O8Zn2,Type-1,OLOPIQ_ASR_pacman_node0
2435,OLUCAZ,ASR,C2Cu1O4,Type-1,OLUCAZ_ASR_pacman_node0
2366,OLUCAZ,FSR,C2Cu1H2O5,Type-1,OLUCAZ_FSR_pacman_node0
5430,OLUGUZ,ASR,C4Cu2O8,Type-1,OLUGUZ_ASR_pacman_node0
5431,OLUGUZ,FSR,C4Cu2O8,Type-1,OLUGUZ_FSR_pacman_node0
5432,OLUHAG,ASR,C4Cu2O8,Type-1,OLUHAG_ASR_pacman_node0
5433,OLUHAG,FSR,C4Cu2O8,Type-1,OLUHAG_FSR_pacman_node0
3345,OMIPAD,ASR,C2O4Zn1,Type-1,OMIPAD_ASR_pacman_node0
3346,OMIPAD,FSR,C2O4Zn1,Type-1,OMIPAD_FSR_pacman_node0
8028,OMORUE,ion,C6Cu2H6N4O1S2,Type-1,OMORUE_ion_pacman_node0
1019,OMOVIX,ASR,C12H6N9O12Zn4,Type-1,OMOVIX_ASR_pacman_node0
1020,OMOVIX,FSR,C12H6N9O12Zn4,Type-1,OMOVIX_FSR_pacman_node0
1021,OMUKUE,ASR,C12H6N9O12Zn4,Type-2,OMUKUE_ASR_pacman_node0
1022,OMUKUE,FSR,C12H6N9O12Zn4,Type-2,OMUKUE_FSR_pacman_node0
12579,ONAWAC,ASR,Cu1,Type-1,ONAWAC_ASR_pacman_node0
12580,ONAWEG,ASR,Cu1,Type-1,ONAWEG_ASR_pacman_node0
3805,ONIRUB,ion,C3Cd2H4O8,Type-1,ONIRUB_ion_pacman_node0
3809,ONIVOZ,ASR,C3Cd2O6,Type-1,ONIVOZ_ASR_pacman_node0
1612,ONOBUR,FSR,C2Cd1H4O6,Type-1,ONOBUR_FSR_pacman_node0
1802,ONOBUR,FSR,C2Cd1O4,Type-1,ONOBUR_FSR_pacman_node1
3806,ONOCIG,ion,C3Cd2H4O8,Type-1,ONOCIG_ion_pacman_node0
7701,ONOHIL,ASR,C6Cd3O12,Type-1,ONOHIL_ASR_pacman_node0
7702,ONOHIL,FSR,C6Cd3O12,Type-1,ONOHIL_FSR_pacman_node0
4745,ONULOA,ASR,C4Co2O8,Type-1,ONULOA_ASR_pacman_node0
4746,ONULOA,FSR,C4Co2O8,Type-1,ONULOA_FSR_pacman_node0
9608,ONUQOE,ASR,C8Cd3O16,Type-1,ONUQOE_ASR_pacman_node0
9609,ONUQOE,FSR,C8Cd3O16,Type-1,ONUQOE_FSR_pacman_node0
15246,OPAGIX,ASR,Mg3,Type-1,OPAGIX_ASR_pacman_node0
14793,OPEGUM,ASR,In1,Type-1,OPEGUM_ASR_pacman_node0
14794,OPEGUM,FSR,In1,Type-1,OPEGUM_FSR_pacman_node0
9803,OPENIH,ASR,C8Cu4O16,Type-1,OPENIH_ASR_pacman_node0
9804,OPENIH,FSR,C8Cu4O16,Type-1,OPENIH_FSR_pacman_node0
5855,OPENON,ASR,C4Cu2O8,Type-2,OPENON_ASR_pacman_node0
5856,OPENON,FSR,C4Cu2O8,Type-2,OPENON_FSR_pacman_node0
13652,OPENUT,ASR,Eu2,Type-1,OPENUT_ASR_pacman_node0
13653,OPENUT,FSR,Eu2,Type-1,OPENUT_FSR_pacman_node0
17806,OPIFIE,ASR,Zn1,Type-1,OPIFIE_ASR_pacman_node0
17807,OPIFIE,FSR,Zn1,Type-1,OPIFIE_FSR_pacman_node0
11586,OPIPOT,ASR,Co1,Type-1,OPIPOT_ASR_pacman_node0
11587,OPIPOT,FSR,Co1,Type-1,OPIPOT_FSR_pacman_node0
11588,OPIPUZ,ASR,Co1,Type-1,OPIPUZ_ASR_pacman_node0
11589,OPIPUZ,FSR,Co1,Type-1,OPIPUZ_FSR_pacman_node0
8047,OPIXUI,ASR,C6Cu4H2O14,Type-1,OPIXUI_ASR_pacman_node0
8052,OPIXUI,FSR,C6Cu4H6O16,Type-1,OPIXUI_FSR_pacman_node0
8039,OPIYAP,ASR,C6Cu4H10O18,Type-1,OPIYAP_ASR_pacman_node0
8040,OPIYAP,FSR,C6Cu4H12O19,Type-1,OPIYAP_FSR_pacman_node0
17808,OPOBIF,ASR,Zn1,Type-1,OPOBIF_ASR_pacman_node0
17809,OPOBIF,FSR,Zn1,Type-1,OPOBIF_FSR_pacman_node0
5434,OPOKEL,ASR,C4Cu2O8,Type-1,OPOKEL_ASR_pacman_node0
5435,OPOKEL,FSR,C4Cu2O8,Type-1,OPOKEL_FSR_pacman_node0
6296,OPULUJ,ASR,C4In1O8,Type-1,OPULUJ_ASR_pacman_node0
6297,OPULUJ,FSR,C4In1O8,Type-1,OPULUJ_FSR_pacman_node0
6298,OPUMIY,ASR,C4In1O8,Type-1,OPUMIY_ASR_pacman_node0
6299,OPUMIY,FSR,C4In1O8,Type-1,OPUMIY_FSR_pacman_node0
6300,OPUMOE,ASR,C4In1O8,Type-1,OPUMOE_ASR_pacman_node0
6301,OPUMOE,FSR,C4In1O8,Type-1,OPUMOE_FSR_pacman_node0
6302,OPUMUK,ASR,C4In1O8,Type-1,OPUMUK_ASR_pacman_node0
6303,OPUMUK,FSR,C4In1O8,Type-1,OPUMUK_FSR_pacman_node0
10988,OPURIB01,ASR,Ce1,Type-1,OPURIB01_ASR_pacman_node0
10989,OPURIB01,FSR,Ce1,Type-1,OPURIB01_FSR_pacman_node0
9837,OPUSOK,ASR,C8Eu2O16,Type-1,OPUSOK_ASR_pacman_node0
9838,OPUSOK,FSR,C8Eu2O16,Type-1,OPUSOK_FSR_pacman_node0
10124,OPUTUR,ASR,C8O16Tb2,Type-2,OPUTUR_ASR_pacman_node0
10125,OPUTUR,FSR,C8O16Tb2,Type-2,OPUTUR_FSR_pacman_node0
9814,OPUVAZ,ASR,C8Dy2O16,Type-1,OPUVAZ_ASR_pacman_node0
9815,OPUVAZ,FSR,C8Dy2O16,Type-1,OPUVAZ_FSR_pacman_node0
5436,OQANIE,ASR,C4Cu2O8,Type-1,OQANIE_ASR_pacman_node0
5017,OQANIE,FSR,C4Cu2H2O9,Type-1,OQANIE_FSR_pacman_node0
10597,OQEPUW,ASR,Cd1,Type-1,OQEPUW_ASR_pacman_node0
10598,OQEPUW,FSR,Cd1,Type-1,OQEPUW_FSR_pacman_node0
17205,OQETEK,ASR,Yb1,Type-1,OQETEK_ASR_pacman_node0
17206,OQETEK,FSR,Yb1,Type-1,OQETEK_FSR_pacman_node0
3347,OQEZUH,ASR,C2O4Zn1,Type-1,OQEZUH_ASR_pacman_node0
3348,OQEZUH,FSR,C2O4Zn1,Type-1,OQEZUH_FSR_pacman_node0
12581,OQIQUB,ion,Cu1,Type-1,OQIQUB_ion_pacman_node1
12887,OQIQUB,ion,Cu1H1O1,Type-1,OQIQUB_ion_pacman_node0
5437,OQIZUL,ASR,C4Cu2O8,Type-1,OQIZUL_ASR_pacman_node0
12582,OQOFUY,ASR,Cu1,Type-1,OQOFUY_ASR_pacman_node0
12583,OQOFUY,FSR,Cu1,Type-1,OQOFUY_FSR_pacman_node0
17810,OQOXAV,ASR,Zn1,Type-1,OQOXAV_ASR_pacman_node0
17811,OQOXAV,FSR,Zn1,Type-1,OQOXAV_FSR_pacman_node0
4171,OQUCOU,ASR,C4Cd1O8,Type-1,OQUCOU_ASR_pacman_node1
4492,OQUCOU,ASR,C4Cd2O8,Type-2,OQUCOU_ASR_pacman_node0
10990,ORANAY,FSR,Ce1,Type-1,ORANAY_FSR_pacman_node1
15183,ORANAY,FSR,Mg1,Type-1,ORANAY_FSR_pacman_node0
12988,OREFAU,ASR,Cu2I2,Type-1,OREFAU_ASR_pacman_node0
12989,OREFAU,FSR,Cu2I2,Type-1,OREFAU_FSR_pacman_node0
1096,OREZUI,ASR,C12O26Zn7,Type-1,OREZUI_ASR_pacman_node0
10148,ORIBAU,ASR,C8O16Zn3,Type-1,ORIBAU_ASR_pacman_node0
10149,ORIBAU,FSR,C8O16Zn3,Type-1,ORIBAU_FSR_pacman_node0
10599,ORITOB,ASR,Cd1,Type-1,ORITOB_ASR_pacman_node0
10600,ORITOB,FSR,Cd1,Type-1,ORITOB_FSR_pacman_node0
17812,ORIVOC,ASR,Zn1,Type-1,ORIVOC_ASR_pacman_node0
16220,ORIVUI,ASR,Ni3,Type-1,ORIVUI_ASR_pacman_node0
12040,ORIWAP,ASR,Co3,Type-1,ORIWAP_ASR_pacman_node0
