,MOF,Solv_remove,Formula,Type,Node-file
3818,c7dt01405h2,ion,C3Cl1Co1O6,Type-1,c7dt01405h2_ion_pacman_node0
4652,c7dt01523b2_5,ASR,C4Co2H2O9,Type-1,c7dt01523b2_5_ASR_pacman_node0
4653,c7dt01523b2_5,FSR,C4Co2H2O9,Type-1,c7dt01523b2_5_FSR_pacman_node0
7965,c7dt01759f2_2,ASR,C6Co4H2O14,Type-1,c7dt01759f2_2_ASR_pacman_node0
7974,c7dt01759f2_2,FSR,C6Co4H8O17,Type-1,c7dt01759f2_2_FSR_pacman_node0
7778,c7dt02040f2,ASR,C6Ce2O12,Type-1,c7dt02040f2_ASR_pacman_node0
7779,c7dt02040f2,FSR,C6Ce2O12,Type-1,c7dt02040f2_FSR_pacman_node0
5728,c7dt02290e2_2,ASR,C4Cu2O8,Type-1,c7dt02290e2_2_ASR_pacman_node0
3794,c7dt02697h2_2,ASR,C3Cd1O6,Type-1,c7dt02697h2_2_ASR_pacman_node0
3795,c7dt02697h2_2,FSR,C3Cd1O6,Type-1,c7dt02697h2_2_FSR_pacman_node0
3627,c7dt02981k2_4,ASR,C2O4Zn1,Type-1,c7dt02981k2_4_ASR_pacman_node0
3628,c7dt02981k2_4,FSR,C2O4Zn1,Type-1,c7dt02981k2_4_FSR_pacman_node0
7198,c7dt03341a2,ASR,C4O8Zn2,Type-1,c7dt03341a2_ASR_pacman_node0
7199,c7dt03341a2,FSR,C4O8Zn2,Type-1,c7dt03341a2_FSR_pacman_node0
4422,c7dt03363j2_1,ASR,C4Cd2O8,Type-1,c7dt03363j2_1_ASR_pacman_node0
12149,c7dt03415f2_1,ASR,Cr1,Type-1,c7dt03415f2_1_ASR_pacman_node1
15628,c7dt03415f2_1,ASR,Mn1,Type-1,c7dt03415f2_1_ASR_pacman_node0
12150,c7dt03415f2_1,FSR,Cr1,Type-1,c7dt03415f2_1_FSR_pacman_node1
15629,c7dt03415f2_1,FSR,Mn1,Type-1,c7dt03415f2_1_FSR_pacman_node0
12151,c7dt03415f2_2,ASR,Cr1,Type-1,c7dt03415f2_2_ASR_pacman_node1
15630,c7dt03415f2_2,ASR,Mn1,Type-1,c7dt03415f2_2_ASR_pacman_node0
12152,c7dt03415f2_2,FSR,Cr1,Type-1,c7dt03415f2_2_FSR_pacman_node1
15631,c7dt03415f2_2,FSR,Mn1,Type-1,c7dt03415f2_2_FSR_pacman_node0
18291,c7dt03758a2_1,ion,Zn1,Type-1,c7dt03758a2_1_ion_pacman_node0
18292,c7dt03758a2_2,ion,Zn1,Type-1,c7dt03758a2_2_ion_pacman_node0
18293,c7dt03758a2_5,FSR,Zn1,Type-1,c7dt03758a2_5_FSR_pacman_node0
8236,c7dt03783j2_2,ASR,C6Eu2O12,Type-1,c7dt03783j2_2_ASR_pacman_node0
8261,c7dt03783j2_3,ASR,C6Eu2O12,Type-2,c7dt03783j2_3_ASR_pacman_node0
9745,c7dt04354f2_1,ASR,C8Co3O16,Type-1,c7dt04354f2_1_ASR_pacman_node0
9746,c7dt04354f2_1,FSR,C8Co3O16,Type-1,c7dt04354f2_1_FSR_pacman_node0
9697,c7dt04354f2_2,ASR,C8Co2Mg1O16,Type-1,c7dt04354f2_2_ASR_pacman_node0
9698,c7dt04354f2_2,FSR,C8Co2Mg1O16,Type-1,c7dt04354f2_2_FSR_pacman_node0
4085,c7dt04484d2_1,ASR,C3O6Zn2,Type-1,c7dt04484d2_1_ASR_pacman_node0
4086,c7dt04484d2_1,FSR,C3O6Zn2,Type-1,c7dt04484d2_1_FSR_pacman_node0
18294,c7dt04566b2_3,ASR,Zn1,Type-1,c7dt04566b2_3_ASR_pacman_node0
7200,c7dt04566b2_6,ASR,C4O8Zn2,Type-1,c7dt04566b2_6_ASR_pacman_node0
7201,c7dt04566b2_6,FSR,C4O8Zn2,Type-1,c7dt04566b2_6_FSR_pacman_node0
7202,c7dt04659f2_3,ASR,C4O8Zn2,Type-1,c7dt04659f2_3_ASR_pacman_node0
7203,c7dt04659f2_3,FSR,C4O8Zn2,Type-1,c7dt04659f2_3_FSR_pacman_node0
1399,c7dt04838f2_1,ASR,C1Ni1O2S1,Type-1,c7dt04838f2_1_ASR_pacman_node1
1400,c7dt04838f2_1,ASR,C1Ni2O2S2,Type-1,c7dt04838f2_1_ASR_pacman_node0
16191,c7dt04838f2_1,ASR,Ni1S1,Type-1,c7dt04838f2_1_ASR_pacman_node2
14865,c7fd00085e2_2,ASR,In1,Type-1,c7fd00085e2_2_ASR_pacman_node0
14866,c7fd00085e2_2,FSR,In1,Type-1,c7fd00085e2_2_FSR_pacman_node0
2496,c7nj00188f2_2,ASR,C2Cu1O4,Type-1,c7nj00188f2_2_ASR_pacman_node0
2497,c7nj00188f2_2,FSR,C2Cu1O4,Type-1,c7nj00188f2_2_FSR_pacman_node0
4790,c7nj00188f2_3,ASR,C4Co2O8,Type-1,c7nj00188f2_3_ASR_pacman_node0
4791,c7nj00188f2_3,FSR,C4Co2O8,Type-1,c7nj00188f2_3_FSR_pacman_node0
2175,c7nj00540g2,ASR,C2Co1O4,Type-1,c7nj00540g2_ASR_pacman_node0
2176,c7nj00540g2,FSR,C2Co1O4,Type-1,c7nj00540g2_FSR_pacman_node0
7717,c7nj01509g2,ASR,C6Cd3O12,Type-1,c7nj01509g2_ASR_pacman_node0
7718,c7nj01509g2,FSR,C6Cd3O12,Type-1,c7nj01509g2_FSR_pacman_node0
14976,c7nj01697b2,ASR,La1,Type-1,c7nj01697b2_ASR_pacman_node0
4898,c7nj02904g2_1,ASR,C4Co2O8,Type-2,c7nj02904g2_1_ASR_pacman_node0
4899,c7nj02904g2_1,FSR,C4Co2O8,Type-2,c7nj02904g2_1_FSR_pacman_node0
6438,c7nj02904g2_2,ASR,C4Mn2O8,Type-1,c7nj02904g2_2_ASR_pacman_node0
6068,c7nj02904g2_2,FSR,C4H2Mn2O9,Type-2,c7nj02904g2_2_FSR_pacman_node0
3629,c7nj04355d2,ASR,C2O4Zn1,Type-1,c7nj04355d2_ASR_pacman_node0
3630,c7nj04355d2,FSR,C2O4Zn1,Type-1,c7nj04355d2_FSR_pacman_node0
10870,c7nj05125e2_4,ASR,Cd1Cl2,Type-1,c7nj05125e2_4_ASR_pacman_node0
10871,c7nj05125e2_4,FSR,Cd1Cl2,Type-1,c7nj05125e2_4_FSR_pacman_node0
10051,c7qi00734e2_2,ASR,C8Mg4O16,Type-1,c7qi00734e2_2_ASR_pacman_node0
18295,c7qi00765e2_1,ASR,Zn1,Type-1,c7qi00765e2_1_ASR_pacman_node0
18296,c7qi00765e2_1,FSR,Zn1,Type-1,c7qi00765e2_1_FSR_pacman_node0
9030,c7qm00164a2,ASR,C6O12Y1,Type-1,c7qm00164a2_ASR_pacman_node0
9031,c7qm00164a2,FSR,C6O12Y1,Type-1,c7qm00164a2_FSR_pacman_node0
7719,c7ra05090a2,ASR,C6Cd3O12,Type-1,c7ra05090a2_ASR_pacman_node0
7652,c7ra05090a2,FSR,C6Cd3H4O14,Type-1,c7ra05090a2_FSR_pacman_node0
8944,c7ra06320b2,ASR,C6O12Pr2,Type-1,c7ra06320b2_ASR_pacman_node0
9524,c7ra06320b2,FSR,C6O16Pr2,Type-1,c7ra06320b2_FSR_pacman_node0
11843,c7ra07089f2,ASR,Co1,Type-1,c7ra07089f2_ASR_pacman_node0
11844,c7ra07089f2,FSR,Co1,Type-1,c7ra07089f2_FSR_pacman_node0
1311,c7ra08165k2_4,ASR,C1Cd1O2,Type-1,c7ra08165k2_4_ASR_pacman_node0
1312,c7ra08165k2_4,FSR,C1Cd1O2,Type-1,c7ra08165k2_4_FSR_pacman_node0
10812,c7ra08188j2_1,ion,Cd1,Type-1,c7ra08188j2_1_ion_pacman_node0
3631,c7ra08427g2,ASR,C2O4Zn1,Type-1,c7ra08427g2_ASR_pacman_node0
3632,c7ra08427g2,FSR,C2O4Zn1,Type-1,c7ra08427g2_FSR_pacman_node0
5729,c7ra10207k2,ASR,C4Cu2O8,Type-1,c7ra10207k2_ASR_pacman_node0
3633,c7ra12874f2_3,ASR,C2O4Zn1,Type-1,c7ra12874f2_3_ASR_pacman_node0
3634,c7ra12874f2_3,FSR,C2O4Zn1,Type-1,c7ra12874f2_3_FSR_pacman_node0
12068,c7sc00449d2_2,ASR,Co3,Type-1,c7sc00449d2_2_ASR_pacman_node0
12069,c7sc00449d2_2,FSR,Co3,Type-1,c7sc00449d2_2_FSR_pacman_node0
12070,c7sc00449d2_3,ASR,Co3,Type-1,c7sc00449d2_3_ASR_pacman_node0
12071,c7sc00449d2_3,FSR,Co3,Type-1,c7sc00449d2_3_FSR_pacman_node0
12072,c7sc00449d2_6,ASR,Co3,Type-1,c7sc00449d2_6_ASR_pacman_node0
12073,c7sc00449d2_7,ASR,Co3,Type-1,c7sc00449d2_7_ASR_pacman_node0
12074,c7sc00449d2_7,FSR,Co3,Type-1,c7sc00449d2_7_FSR_pacman_node0
10813,c7sc03067c2,ASR,Cd1,Type-1,c7sc03067c2_ASR_pacman_node0
10814,c7sc03067c2,FSR,Cd1,Type-1,c7sc03067c2_FSR_pacman_node0
6091,c7sc04192f2,ASR,C4H2Ni2O9,Type-1,c7sc04192f2_ASR_pacman_node0
6191,c7sc04192f2,FSR,C4H6Ni2O11,Type-2,c7sc04192f2_FSR_pacman_node0
1216,c7sc05390h2_1,ASR,C14Mn7O28,Type-1,c7sc05390h2_1_ASR_pacman_node0
1217,c7sc05390h2_1,FSR,C14Mn7O28,Type-1,c7sc05390h2_1_FSR_pacman_node0
1218,c7sc05390h2_2,ASR,C14Mn7O28,Type-1,c7sc05390h2_2_ASR_pacman_node0
9464,c7ta01070b2,ASR,C6O13Zn4,Type-1,c7ta01070b2_ASR_pacman_node0
4792,c7ta01546a2,ASR,C4Co2O8,Type-1,c7ta01546a2_ASR_pacman_node0
4793,c7ta01546a2,FSR,C4Co2O8,Type-1,c7ta01546a2_FSR_pacman_node0
7995,c7ta02611k2,ASR,C6Co6H6O18,Type-1,c7ta02611k2_ASR_pacman_node0
7996,c7ta02611k2,FSR,C6Co6H6O18,Type-1,c7ta02611k2_FSR_pacman_node0
5730,c7ta02760e2_1,ASR,C4Cu2O8,Type-1,c7ta02760e2_1_ASR_pacman_node0
5731,c7ta02760e2_1,FSR,C4Cu2O8,Type-1,c7ta02760e2_1_FSR_pacman_node0
5732,c7ta02760e2_2,ASR,C4Cu2O8,Type-1,c7ta02760e2_2_ASR_pacman_node0
5733,c7ta02760e2_2,FSR,C4Cu2O8,Type-1,c7ta02760e2_2_FSR_pacman_node0
5734,c7ta02760e2_4,ASR,C4Cu2O8,Type-1,c7ta02760e2_4_ASR_pacman_node0
5735,c7ta02760e2_4,FSR,C4Cu2O8,Type-1,c7ta02760e2_4_FSR_pacman_node0
13445,c7ta03744a2,ASR,Er1,Type-1,c7ta03744a2_ASR_pacman_node0
13446,c7ta03744a2,FSR,Er1,Type-1,c7ta03744a2_FSR_pacman_node0
2290,c7ta03773b2_2,ASR,C2Co1O4,Type-2,c7ta03773b2_2_ASR_pacman_node2
7486,c7ta03773b2_2,ASR,C5Co1Fe1O4,Type-1,c7ta03773b2_2_ASR_pacman_node1
7797,c7ta03773b2_2,ASR,C6Co1Fe2O4,Type-1,c7ta03773b2_2_ASR_pacman_node0
2008,c7ta03773b2_2,FSR,C2Co1H2O5,Type-1,c7ta03773b2_2_FSR_pacman_node3
2062,c7ta03773b2_2,FSR,C2Co1H4O6,Type-1,c7ta03773b2_2_FSR_pacman_node2
7485,c7ta03773b2_2,FSR,C5Co1Fe1H4O6,Type-1,c7ta03773b2_2_FSR_pacman_node0
7795,c7ta03773b2_2,FSR,C6Co1Fe2H2O5,Type-1,c7ta03773b2_2_FSR_pacman_node1
11845,c7ta03917d2,ASR,Co1,Type-1,c7ta03917d2_ASR_pacman_node0
11846,c7ta03917d2,FSR,Co1,Type-1,c7ta03917d2_FSR_pacman_node0
12805,c7ta05598f2,ASR,Cu1,Type-1,c7ta05598f2_ASR_pacman_node0
12806,c7ta05598f2,FSR,Cu1,Type-1,c7ta05598f2_FSR_pacman_node0
6374,c7ta08288f2,ASR,C4In1O8,Type-1,c7ta08288f2_ASR_pacman_node0
12807,c7ta08288f2,ASR,Cu1,Type-1,c7ta08288f2_ASR_pacman_node1
6375,c7ta08288f2,FSR,C4In1O8,Type-1,c7ta08288f2_FSR_pacman_node0
12808,c7ta08288f2,FSR,Cu1,Type-1,c7ta08288f2_FSR_pacman_node1
16489,c7ta09699b2_2,ASR,Sc1,Type-1,c7ta09699b2_2_ASR_pacman_node0
16490,c7ta09699b2_2,FSR,Sc1,Type-1,c7ta09699b2_2_FSR_pacman_node0
7720,c7tc05707e2,ASR,C6Cd3O12,Type-1,c7tc05707e2_ASR_pacman_node0
7721,c7tc05707e2,FSR,C6Cd3O12,Type-1,c7tc05707e2_FSR_pacman_node0
1541,c8cc00507a2_1,ASR,C24H8O64Zr12,Type-1,c8cc00507a2_1_ASR_pacman_node0
1542,c8cc00507a2_1,FSR,C24H8O64Zr12,Type-1,c8cc00507a2_1_FSR_pacman_node0
9049,c8cc01294f2_1,ASR,C6O12Yb2,Type-1,c8cc01294f2_1_ASR_pacman_node0
9050,c8cc01294f2_1,FSR,C6O12Yb2,Type-1,c8cc01294f2_1_FSR_pacman_node0
9051,c8cc01294f2_2,ASR,C6O12Yb2,Type-1,c8cc01294f2_2_ASR_pacman_node0
9052,c8cc01294f2_2,FSR,C6O12Yb2,Type-1,c8cc01294f2_2_FSR_pacman_node0
6554,c8cc02193g2,ion,C4O10Tb1,Type-1,c8cc02193g2_ion_pacman_node0
14867,c8cc03219j2,ASR,In1,Type-1,c8cc03219j2_ASR_pacman_node0
14868,c8cc03219j2,FSR,In1,Type-1,c8cc03219j2_FSR_pacman_node0
4900,c8cc04723e2,ASR,C4Co2O8,Type-2,c8cc04723e2_ASR_pacman_node0
4901,c8cc04723e2,FSR,C4Co2O8,Type-2,c8cc04723e2_FSR_pacman_node0
14897,c8cc04824j2,ion,K48Y48,Type-1,c8cc04824j2_ion_pacman_node0
13150,c8cc05404e2_2,ASR,Cu4I4,Type-1,c8cc05404e2_2_ASR_pacman_node0
13151,c8cc05404e2_2,FSR,Cu4I4,Type-1,c8cc05404e2_2_FSR_pacman_node0
16243,c8cc05990j2_1,ion,O1Zn2,Type-1,c8cc05990j2_1_ion_pacman_node0
16244,c8cc05990j2_2,ASR,O1Zn2,Type-1,c8cc05990j2_2_ASR_pacman_node0
13308,c8cc06058d2_2,ASR,Dy1,Type-1,c8cc06058d2_2_ASR_pacman_node0
13309,c8cc06058d2_2,FSR,Dy1,Type-1,c8cc06058d2_2_FSR_pacman_node0
221,c8cc09364d2_1,ion,Ag1,Type-1,c8cc09364d2_1_ion_pacman_node0
222,c8cc09364d2_2,ASR,Ag1,Type-1,c8cc09364d2_2_ASR_pacman_node0
223,c8cc09364d2_2,FSR,Ag1,Type-1,c8cc09364d2_2_FSR_pacman_node0
11847,c8cc09655d2,ASR,Co1,Type-1,c8cc09655d2_ASR_pacman_node0
11848,c8cc09655d2,FSR,Co1,Type-1,c8cc09655d2_FSR_pacman_node0
9201,c8cc10116g2_3,ASR,C6O13Sc3,Type-1,c8cc10116g2_3_ASR_pacman_node0
12809,c8cc10269d2,ASR,Cu1,Type-1,c8cc10269d2_ASR_pacman_node0
12810,c8cc10269d2,FSR,Cu1,Type-1,c8cc10269d2_FSR_pacman_node0
8741,c8ce00008e2_1,ASR,C6La2O12,Type-1,c8ce00008e2_1_ASR_pacman_node0
8116,c8ce00008e2_10,ASR,C6Er2O12,Type-1,c8ce00008e2_10_ASR_pacman_node0
8945,c8ce00008e2_11,ASR,C6O12Pr2,Type-1,c8ce00008e2_11_ASR_pacman_node0
8419,c8ce00008e2_12,ASR,C6Gd2O12,Type-1,c8ce00008e2_12_ASR_pacman_node0
8692,c8ce00008e2_13,ASR,C6Ho2O12,Type-1,c8ce00008e2_13_ASR_pacman_node0
8237,c8ce00008e2_2,ASR,C6Eu2O12,Type-1,c8ce00008e2_2_ASR_pacman_node0
8962,c8ce00008e2_3,ASR,C6O12Sm2,Type-1,c8ce00008e2_3_ASR_pacman_node0
7780,c8ce00008e2_4,ASR,C6Ce2O12,Type-1,c8ce00008e2_4_ASR_pacman_node0
9007,c8ce00008e2_5,ASR,C6O12Tb2,Type-1,c8ce00008e2_5_ASR_pacman_node0
9008,c8ce00008e2_6,ASR,C6O12Tb2,Type-1,c8ce00008e2_6_ASR_pacman_node0
8872,c8ce00008e2_7,ASR,C6Nd2O12,Type-1,c8ce00008e2_7_ASR_pacman_node0
8081,c8ce00008e2_8,ASR,C6Dy2O12,Type-1,c8ce00008e2_8_ASR_pacman_node0
8742,c8ce00008e2_9,ASR,C6La2O12,Type-1,c8ce00008e2_9_ASR_pacman_node0
8041,c8ce00030a2_1,ASR,C6Cu4H2N8O10,Type-1,c8ce00030a2_1_ASR_pacman_node0
8042,c8ce00030a2_1,FSR,C6Cu4H2N8O10,Type-1,c8ce00030a2_1_FSR_pacman_node0
6439,c8ce00058a2_4,ASR,C4Mn2O8,Type-1,c8ce00058a2_4_ASR_pacman_node0
6440,c8ce00058a2_4,FSR,C4Mn2O8,Type-1,c8ce00058a2_4_FSR_pacman_node0
13204,c8ce00064f2,ASR,Cu6,Type-1,c8ce00064f2_ASR_pacman_node0
13205,c8ce00064f2,FSR,Cu6,Type-1,c8ce00064f2_FSR_pacman_node0
4186,c8ce00213d2_1,ASR,C4Cd1O8,Type-1,c8ce00213d2_1_ASR_pacman_node0
4187,c8ce00213d2_1,FSR,C4Cd1O8,Type-1,c8ce00213d2_1_FSR_pacman_node0
14486,c8ce00450a2_2,FSR,H4O4U1,Type-1,c8ce00450a2_2_FSR_pacman_node0
16279,c8ce00450a2_2,FSR,O4U2,Type-1,c8ce00450a2_2_FSR_pacman_node1
10263,c8ce00455b2,ASR,C8O24Zr6,Type-1,c8ce00455b2_ASR_pacman_node0
925,c8ce00476e2_1,ASR,C12Eu6H4O28,Type-2,c8ce00476e2_1_ASR_pacman_node0
987,c8ce00476e2_2,ASR,C12H4O28Tb6,Type-1,c8ce00476e2_2_ASR_pacman_node0
10815,c8ce00505b2_1,ASR,Cd1,Type-1,c8ce00505b2_1_ASR_pacman_node0
10816,c8ce00505b2_2,ASR,Cd1,Type-1,c8ce00505b2_2_ASR_pacman_node0
10817,c8ce00505b2_3,ASR,Cd1,Type-1,c8ce00505b2_3_ASR_pacman_node0
18297,c8ce00564h2,ASR,Zn1,Type-1,c8ce00564h2_ASR_pacman_node0
18298,c8ce00564h2,FSR,Zn1,Type-1,c8ce00564h2_FSR_pacman_node0
7204,c8ce00574e2_1,ASR,C4O8Zn2,Type-1,c8ce00574e2_1_ASR_pacman_node0
7205,c8ce00574e2_1,FSR,C4O8Zn2,Type-1,c8ce00574e2_1_FSR_pacman_node0
3635,c8ce00673c2,ASR,C2O4Zn1,Type-1,c8ce00673c2_ASR_pacman_node0
3636,c8ce00673c2,FSR,C2O4Zn1,Type-1,c8ce00673c2_FSR_pacman_node0
3637,c8ce00694f2_1,ASR,C2O4Zn1,Type-1,c8ce00694f2_1_ASR_pacman_node2
4063,c8ce00694f2_1,ASR,C3O6Zn1,Type-1,c8ce00694f2_1_ASR_pacman_node1
6680,c8ce00694f2_1,ASR,C4O8Zn1,Type-1,c8ce00694f2_1_ASR_pacman_node0
3638,c8ce00694f2_1,FSR,C2O4Zn1,Type-1,c8ce00694f2_1_FSR_pacman_node2
4064,c8ce00694f2_1,FSR,C3O6Zn1,Type-1,c8ce00694f2_1_FSR_pacman_node1
6681,c8ce00694f2_1,FSR,C4O8Zn1,Type-1,c8ce00694f2_1_FSR_pacman_node0
1925,c8ce00694f2_2,ASR,C2Cd1O4,Type-1,c8ce00694f2_2_ASR_pacman_node2
3796,c8ce00694f2_2,ASR,C3Cd1O6,Type-1,c8ce00694f2_2_ASR_pacman_node1
4188,c8ce00694f2_2,ASR,C4Cd1O8,Type-1,c8ce00694f2_2_ASR_pacman_node0
1926,c8ce00694f2_2,FSR,C2Cd1O4,Type-1,c8ce00694f2_2_FSR_pacman_node2
3797,c8ce00694f2_2,FSR,C3Cd1O6,Type-1,c8ce00694f2_2_FSR_pacman_node1
4189,c8ce00694f2_2,FSR,C4Cd1O8,Type-1,c8ce00694f2_2_FSR_pacman_node0
8031,c8ce00744f2_10,ion,C6Cu2O12,Type-1,c8ce00744f2_10_ion_pacman_node0
18299,c8ce00744f2_3,ASR,Zn1,Type-1,c8ce00744f2_3_ASR_pacman_node0
18300,c8ce00744f2_3,FSR,Zn1,Type-1,c8ce00744f2_3_FSR_pacman_node0
5871,c8ce00744f2_6,ASR,C4Cu2O8,Type-2,c8ce00744f2_6_ASR_pacman_node0
5872,c8ce00744f2_6,FSR,C4Cu2O8,Type-2,c8ce00744f2_6_FSR_pacman_node0
10264,c8ce00779a2_1,ASR,C8O24Zr6,Type-1,c8ce00779a2_1_ASR_pacman_node0
7482,c8ce00877a2_2,ASR,C5Cd2O10,Type-1,c8ce00877a2_2_ASR_pacman_node0
7483,c8ce00877a2_2,FSR,C5Cd2O10,Type-1,c8ce00877a2_2_FSR_pacman_node0
7835,c8ce01003j2_1,FSR,C6Co3H4O14,Type-1,c8ce01003j2_1_FSR_pacman_node0
5736,c8ce01003j2_4,ASR,C4Cu2O8,Type-1,c8ce01003j2_4_ASR_pacman_node0
5737,c8ce01003j2_4,FSR,C4Cu2O8,Type-1,c8ce01003j2_4_FSR_pacman_node0
13684,c8ce01015c2_1,ion,Eu2,Type-1,c8ce01015c2_1_ion_pacman_node0
15897,c8ce01015c2_10,ion,Nd1,Type-1,c8ce01015c2_10_ion_pacman_node0
17176,c8ce01015c2_11,ion,Y1,Type-1,c8ce01015c2_11_ion_pacman_node0
16629,c8ce01015c2_12,ion,Sm2,Type-1,c8ce01015c2_12_ion_pacman_node0
17229,c8ce01015c2_13,ion,Yb1,Type-1,c8ce01015c2_13_ion_pacman_node0
15049,c8ce01015c2_14,ion,La2,Type-2,c8ce01015c2_14_ion_pacman_node0
13586,c8ce01015c2_16,ion,Eu1,Type-1,c8ce01015c2_16_ion_pacman_node0
16747,c8ce01015c2_18,ion,Tb1,Type-1,c8ce01015c2_18_ion_pacman_node0
15041,c8ce01015c2_2,ion,La2,Type-1,c8ce01015c2_2_ion_pacman_node0
15973,c8ce01015c2_20,ion,Nd2,Type-1,c8ce01015c2_20_ion_pacman_node0
17230,c8ce01015c2_21,ion,Yb1,Type-1,c8ce01015c2_21_ion_pacman_node0
15974,c8ce01015c2_22,ASR,Nd2,Type-1,c8ce01015c2_22_ASR_pacman_node0
15975,c8ce01015c2_22,FSR,Nd2,Type-1,c8ce01015c2_22_FSR_pacman_node0
14411,c8ce01015c2_3,ion,Gd2,Type-1,c8ce01015c2_3_ion_pacman_node0
16814,c8ce01015c2_4,ion,Tb2,Type-1,c8ce01015c2_4_ion_pacman_node0
15898,c8ce01015c2_5,ion,Nd1,Type-1,c8ce01015c2_5_ion_pacman_node0
15976,c8ce01015c2_7,ion,Nd2,Type-1,c8ce01015c2_7_ion_pacman_node0
15980,c8ce01015c2_8,ion,Nd2,Type-2,c8ce01015c2_8_ion_pacman_node0
16594,c8ce01015c2_9,ion,Sm1,Type-1,c8ce01015c2_9_ion_pacman_node0
7908,c8ce01118d2,ASR,C6Co3O12,Type-1,c8ce01118d2_ASR_pacman_node0
7909,c8ce01118d2,FSR,C6Co3O12,Type-1,c8ce01118d2_FSR_pacman_node0
13310,c8ce01242c2_1,ASR,Dy1,Type-1,c8ce01242c2_1_ASR_pacman_node0
13311,c8ce01242c2_1,FSR,Dy1,Type-1,c8ce01242c2_1_FSR_pacman_node0
13587,c8ce01242c2_2,ASR,Eu1,Type-1,c8ce01242c2_2_ASR_pacman_node0
13588,c8ce01242c2_2,FSR,Eu1,Type-1,c8ce01242c2_2_FSR_pacman_node0
14337,c8ce01242c2_3,ASR,Gd1,Type-1,c8ce01242c2_3_ASR_pacman_node0
14338,c8ce01242c2_3,FSR,Gd1,Type-1,c8ce01242c2_3_FSR_pacman_node0
16595,c8ce01242c2_4,ASR,Sm1,Type-1,c8ce01242c2_4_ASR_pacman_node0
16596,c8ce01242c2_4,FSR,Sm1,Type-1,c8ce01242c2_4_FSR_pacman_node0
17231,c8ce01242c2_5,ASR,Yb1,Type-1,c8ce01242c2_5_ASR_pacman_node0
17232,c8ce01242c2_5,FSR,Yb1,Type-1,c8ce01242c2_5_FSR_pacman_node0
13447,c8ce01242c2_6,ASR,Er1,Type-1,c8ce01242c2_6_ASR_pacman_node0
13448,c8ce01242c2_6,FSR,Er1,Type-1,c8ce01242c2_6_FSR_pacman_node0
16748,c8ce01242c2_7,ASR,Tb1,Type-1,c8ce01242c2_7_ASR_pacman_node0
16749,c8ce01242c2_7,FSR,Tb1,Type-1,c8ce01242c2_7_FSR_pacman_node0
14527,c8ce01242c2_8,ASR,Ho1,Type-1,c8ce01242c2_8_ASR_pacman_node0
14528,c8ce01242c2_8,FSR,Ho1,Type-1,c8ce01242c2_8_FSR_pacman_node0
7910,c8ce01421c2_1,ASR,C6Co3O12,Type-1,c8ce01421c2_1_ASR_pacman_node0
7911,c8ce01421c2_1,FSR,C6Co3O12,Type-1,c8ce01421c2_1_FSR_pacman_node0
16630,c8ce01430b2_1,ASR,Sm2,Type-1,c8ce01430b2_1_ASR_pacman_node0
16631,c8ce01430b2_1,FSR,Sm2,Type-1,c8ce01430b2_1_FSR_pacman_node0
16750,c8ce01430b2_7,ASR,Tb1,Type-1,c8ce01430b2_7_ASR_pacman_node0
16751,c8ce01430b2_7,FSR,Tb1,Type-1,c8ce01430b2_7_FSR_pacman_node0
4423,c8ce01524d2,ASR,C4Cd2O8,Type-1,c8ce01524d2_ASR_pacman_node0
4238,c8ce01524d2,FSR,C4Cd2H4O10,Type-1,c8ce01524d2_FSR_pacman_node0
8357,c8ce01762j2_6,ASR,C6Gd2H2O14,Type-1,c8ce01762j2_6_ASR_pacman_node0
7912,c8ce01808a2_2,ASR,C6Co3O12,Type-1,c8ce01808a2_2_ASR_pacman_node0
7913,c8ce01808a2_2,FSR,C6Co3O12,Type-1,c8ce01808a2_2_FSR_pacman_node0
10086,c8ce01868e2_2,ASR,C8O16Pb4,Type-1,c8ce01868e2_2_ASR_pacman_node0
10087,c8ce01868e2_2,FSR,C8O16Pb4,Type-1,c8ce01868e2_2_FSR_pacman_node0
9678,c8ce01868e2_3,ASR,C8Ce2H2O16,Type-2,c8ce01868e2_3_ASR_pacman_node0
9681,c8ce01868e2_3,FSR,C8Ce2H6O18,Type-1,c8ce01868e2_3_FSR_pacman_node0
9918,c8ce01868e2_5,ASR,C8H2La2O16,Type-1,c8ce01868e2_5_ASR_pacman_node0
9984,c8ce01868e2_5,FSR,C8H6La2O18,Type-1,c8ce01868e2_5_FSR_pacman_node0
9844,c8ce01875h2_1,ASR,C8Eu2O16,Type-1,c8ce01875h2_1_ASR_pacman_node0
10118,c8ce01875h2_2,ASR,C8O16Tb2,Type-1,c8ce01875h2_2_ASR_pacman_node0
9818,c8ce01875h2_3,ASR,C8Dy2O16,Type-1,c8ce01875h2_3_ASR_pacman_node0
9884,c8ce01875h2_4,ASR,C8Gd2O16,Type-1,c8ce01875h2_4_ASR_pacman_node0
4507,c8ce01925h2,ASR,C4Cd2O8,Type-2,c8ce01925h2_ASR_pacman_node0
4508,c8ce01925h2,FSR,C4Cd2O8,Type-2,c8ce01925h2_FSR_pacman_node0
4794,c8ce01942h2,ASR,C4Co2O8,Type-1,c8ce01942h2_ASR_pacman_node0
4795,c8ce01942h2,FSR,C4Co2O8,Type-1,c8ce01942h2_FSR_pacman_node0
